,Popularity,Name,Calfication,Num_reviwes,Phone,Webside,Latitude,Longitude,Type_food,Comida,Servicio,Calidad/precio,Ambiente
1527,1528,Karisma Cantina,4.0,20.0,+52 55 5280 1872,http://www.facebook.com/karismacantina/,19.428015,-99.193565,Mexicana,4.0,4.0,4.0,
1528,1529,Meson del Molinero,4.0,30.0,+52 55 1997 3888,http://mesondelmolinero.com,19.455807,-99.12916,"Mexicana, Mariscos, Internacional, Parrillada",4.5,4.0,4.0,
1529,1530,La Pescadería Condesa,3.5,75.0,+52 52070300,http://lapescaderia.com.mx,19.416615,-99.16978,"Mariscos, Mexicana",4.0,3.5,3.5,
1530,1531,Natural,3.5,63.0,+52 55 5524 8768,http://100natural.com.mx/,19.37049,-99.17976,"Mexicana, Latina, Española, Saludable",3.5,3.5,3.5,4.0
1531,1532,Aqui esta Texcoco,3.5,70.0,+52 55 5549 0366,http://www.aquiestatexcoco.com.mx,19.345995,-99.148544,Mexicana,4.0,3.5,3.5,3.0
1532,1533,Rua de la Criolla,4.0,39.0,+52 55 5280 2386,http://www.facebook.com/laruapolanco,19.43033,-99.19669,"Mexicana, Internacional",4.0,4.0,3.5,4.5
1533,1534,El Corte No. 7,4.5,10.0,+52 55 5574 6301,,19.41251,-99.16118,"Churrasquería, Parrilla, Argentina, Sudamericana",5.0,4.5,5.0,
1534,1535,Chinaloa,4.0,21.0,+52 55 3099 4961,https://www.facebook.com/pg/chinaloamx,19.41837,-99.17454,"Mexicana, China, Fusión, Asiática, Sushi",4.0,4.5,4.0,
1535,1536,Sep's de Paris,4.0,40.0,+52 55 5566 9249,http://www.restauranteseps.com,19.43321,-99.15724,"Francesa, Alemana, Internacional",5.0,4.0,4.0,4.0
1536,1537,El nopalito,3.5,47.0,+5255373375,http://www.nopalito.mx,19.47293,-99.1345,Mexicana,4.0,4.0,4.0,
1537,1538,Boston’s Grill,4.0,16.0,+52 55 5160 6940,,19.299896,-99.13762,"Estadounidense, Cervecería, Internacional, Pub, Nativo estadounidense",,,,
1538,1539,Mesa Nápoles,4.0,22.0,52556692373,http://www.mesafoodhall.com,19.388308,-99.175735,"Italiana, Mexicana, Japonesa, Libanesa, Mariscos, Mediterránea",,,,
1539,1540,Mala Pata Parrilla y Cerveza,4.5,19.0,+52 55358705,https://mala-pata-parrilla-cerveza.negocio.site/,19.43665,-99.15187,"Mexicana, Churrasquería, Parrillada, Sudamericana",3.5,4.0,3.5,
1540,1541,Ciena,5.0,5.0,+52 55 3118 1091,,19.409203,-99.17819,"Internacional, Mediterránea",,,,
1541,1542,Conurbado Comedor de Barrio,5.0,8.0,5256053104,http://www.conurbado.mx,19.36149,-99.14505,"Mexicana, Internacional",,,,
1542,1543,The Hamburger Club,3.5,39.0,+52 55 5135 2020,http://www.thehamburgerclub.com.mx/,19.364195,-99.25954,"Estadounidense, Bar, Pub",4.5,4.5,4.0,
1543,1544,Restaurante la Capilla,4.0,37.0,+52 55 5518 1440,http://www.hotelgillow.com/restaurante,19.434181,-99.136375,"Mexicana, Internacional, Española",4.0,4.0,4.0,
1544,1545,Antonella Pizza,4.0,28.0,+52 55 5521 2841,http://antonellapizza.com,19.433464,-99.1359,"Mexicana, Pizzería, Italiana, Comida rápida",4.0,4.0,4.5,
1545,1546,Ladina Bar,4.0,17.0,+52 55 6724 4004,http://www.ladinabar.com/,19.41832,-99.1674,"Internacional, Mexicana",5.0,5.0,5.0,
1546,1547,Lunche Chapultepec,5.0,5.0,+52 55 8747 1391,http://lunche.mx,19.412254,-99.18204,"Mexicana, Latina, Café, Española",,,,
1547,1548,Angus Butcher House-Polanco,4.0,35.0,+52 55 5520 2917,http://www.angus.com.mx/restaurante/angus-polanco/galeria/,19.437046,-99.206795,Churrasquería,4.0,4.5,3.5,4.5
1548,1549,Restaurante Bar El Sol,4.5,8.0,+52 55 5535 3754,http://www.restaurantebarelsol.com,19.43807,-99.15908,Mexicana,,,,
1549,1550,Ocho,3.5,43.0,+52 55 5584 0032,http://www.facebook.com/elochocaferecreativo,19.41573,-99.1684,"Mexicana, Pizzería, Café",3.5,3.5,4.0,4.0
1550,1551,Restaurante La Bottiglia,3.5,67.0,+52 55 5280 0609,http://www.labottiglia.com/,19.428556,-99.20049,Italiana,3.5,3.0,3.0,2.5
1551,1552,Friends,4.0,41.0,55534353,http://www.facebook.com/50-Friends-Condesa-132858883407006/,19.38412,-99.2161,"Italiana, Pizzería",4.0,4.0,3.5,4.0
1552,1553,El Morral,3.5,73.0,5554 0298,http://www.facebook.com/El-Morral-del-Centro-de-Coyoacan-222421894497171,19.350279,-99.1617,"Mexicana, Latina",4.0,4.0,3.5,4.5
1553,1554,Brazilian Terraza & Grill,4.0,23.0,+52 55 2124 2512,http://www.brazilian.com.mx,19.434713,-99.140526,"Brasilera, Sudamericana",,,,
1554,1555,Amilado Helados - Gelato,4.5,8.0,+52 55 8686 1595,http://amilado.mx,19.425797,-99.16898,"Italiana, Mexicana, Café, Contemporánea, Helados con fruta",,,,
1555,1556,Negroni Arcos Bosques,3.5,95.0,+52 55 9135 0197,http://www.negroni.mx,19.387096,-99.25198,"Italiana, Mediterránea, Europea",4.0,4.0,3.5,
1556,1557,La Casa del Filete,4.5,14.0,+52 55 5590 2167,http://www.facebook.com/pages/La%20Casa%20Del%20Filete/426848234090018/,19.38155,-99.15284,"Mexicana, Internacional",4.0,4.5,4.0,
1557,1558,Restaurante Charrúa,4.0,16.0,+52 55 5564 8572,http://www.charrua.com.mx,19.404497,-99.17046,"Churrasquería, Internacional, Argentina",3.5,4.5,4.5,
1558,1559,Porco Rosso,4.0,21.0,+52 55 5211 7202,http://www.porcorossobbq.com,19.411055,-99.17874,Parrillada,4.0,4.5,4.0,
1559,1560,Vina Gourmet,3.5,63.0,+52 55 5568 3191,http://vinagourmet.com,19.309294,-99.21337,"Internacional, Bar de vinos",4.0,3.5,3.5,
1560,1561,ARRE Sonora,4.0,17.0,+52 55 6796 4301,http://www.facebook.com/ArreSonora546/,19.40228,-99.14017,Mexicana,4.5,4.0,4.0,
1561,1562,Niddo,3.5,87.0,+52 55 5525 0262,http://www.niddo.mx,19.42471,-99.169205,Café,4.0,3.5,3.5,
1562,1563,Farina (Roma Norte),4.0,25.0,+52 55 5160 1644,http://www.farinarest.com/,19.417318,-99.160706,"Italiana, Pizzería",4.0,4.5,3.5,
1563,1564,Pizza Lounge,4.0,17.0,+52 55 5990 1497,http://www.480grados.com,19.353712,-99.158676,Pizzería,,,,
1564,1565,La Taquería de Barrio,5.0,10.0,+52 55 5207 5610,,19.279495,-99.01718,Mariscos,5.0,4.5,4.5,
1565,1566,Mukyu,4.5,12.0,+52 55 5658 7790,https://www.facebook.com/Mukyu-241311795902831/,19.432205,-99.173744,"Japonesa, Asiática, Sopas",,,,
1566,1567,Red Lobster,3.5,103.0,+52 55 5292 3105,http://www.redlobster.com.mx,19.376396,-99.25498,Mariscos,3.5,4.0,3.5,4.0
1567,1568,Mi Gusto Es,4.0,26.0,+52 55 5292 2551,http://www.migustoes.com.mx/,19.36695,-99.26344,Mariscos,3.0,3.5,3.5,
1568,1569,El Escorial,4.0,50.0,+52 55 5616 7895,http://www.elescorial.mx,19.346384,-99.189545,"Española, Bar, Mediterránea, Europea, Pub, Bar de vinos",4.0,4.0,4.0,
1569,1570,La Carbonera,5.0,7.0,+52 55 5342 5775,,19.46126,-99.17952,"Argentina, Sudamericana",,,,
1570,1571,Salem Witch Store & Coffee,4.0,43.0,26462765,http://www.facebook.com/Salem-Witch-Store-Coffee,19.400204,-99.14854,Café,4.0,3.5,4.0,
1571,1572,Aura Bistrot,4.5,8.0,+52 55 6830 0860,https://www.facebook.com/aurabistro/,19.405907,-99.18337,Mexicana,,,,
1572,1573,Restaurante Septimo,4.5,11.0,55500126,http://www.queremoscomer.com/restaurantes/comida-italiana/san-angel-altavista/septimo-osteria,19.34932,-99.16305,Italiana,5.0,5.0,4.5,
1573,1574,La Secina,4.5,10.0,+52 55 6730 2462,http://www.facebook.com/La-Secina-1551209341768456/,19.401373,-99.159485,Mexicana,,,,
1574,1575,Wabi Sushi,4.0,13.0,+52 55 5941 4815,http://wabisushi.mx,19.420338,-99.1601,"Japonesa, Mariscos, Sushi",,,,
1575,1576,Avenida La Tizona,4.5,11.0,+52 55 7822 0836,http://www.avlatizona.mx,19.41944,-99.16691,"Mariscos, Mexicana",,,,
1576,1577,La Terraza del Conquistador,4.0,33.0,+52 55 5510 0948,http://www.letseat.at/TerrazaConquistador,19.432121,-99.13437,"Mexicana, Latina, Española",3.0,3.5,2.5,3.5
1577,1578,Cardamomo Condesa,4.5,20.0,+52 55 6550 6188,,19.40512,-99.17053,"Francesa, Mexicana, Fusión, Saludable",5.0,5.0,4.5,
1578,1579,"Carnitas ""El Charro""",4.5,11.0,+(52)55548719,http://www.facebook.com/Carnitas-El-Charro-de-Coyoac%C3%A1n-511945465639561/?_rdr=p,19.353064,-99.161285,Mexicana,,,,
1579,1580,Deseo Café De Especialidad,5.0,7.0,+52 55 7095 3649,https://www.facebook.com/deseocafemx/?hc_ref=PAGES_TIMELINE&rf=1895898783956071,19.422829,-99.158295,"Café, Comida rápida, Fuente de soda, Saludable",,,,
1580,1581,Taquería Tlaquepaque,4.5,9.0,,,19.432741,-99.1414,,5.0,4.5,5.0,
1581,1582,Plantasia,4.0,20.0,+52 55 5122 7625,http://www.plantasia.cafe/,19.423061,-99.1602,"Sushi, Asiática, Contemporánea",4.5,4.0,4.0,
1582,1583,P.F. Chang's,3.5,49.0,+52 55 5684 6687,http://pfchangsmexico.com.mx,19.29777,-99.13747,China,4.0,3.5,3.5,
1583,1584,Maikai Poke,4.0,17.0,+52 55 5925 4280,https://www.facebook.com/pokemaikai/,19.41638,-99.17561,"Japonesa, Asiática",3.5,4.0,3.5,
1584,1585,La Nueva Libanesa,4.0,29.0,+52 55 5575 6713,https://www.facebook.com/pages/La-Nueva-Libanesa/1545555842353972,19.381113,-99.152985,"Libanesa, Mediterránea, Del Medio Oriente",4.0,3.5,3.5,
1585,1586,Chester's Pizza,4.0,39.0,+(52)56883045,http://www.chesterspizza.net,19.355024,-99.15258,"Italiana, Pizzería",4.5,4.0,4.5,
1586,1587,Pizza Rustica,4.0,44.0,+52 55 1518 1118,https://www.facebook.com/pizzarusticamexico/,19.36574,-99.18173,"Bar, Pizzería",4.0,3.5,3.5,
1587,1588,La Chirindongueria,4.0,27.0,,https://www.facebook.com/chirindongueria.antojeriapizzaspastas,19.43331,-99.14928,"Pizzería, Española",4.5,4.0,4.0,
1588,1589,Parcela,4.0,30.0,+52 55 7822 3319,https://www.facebook.com/ParcelaRoma/,19.414167,-99.16431,Saludable,4.5,4.5,4.0,
1589,1590,Trattoria Pepe Rosso,4.5,15.0,55544949 y 55540056,http://www.restaurantelaposta.com.mx/sucursales,19.3449,-99.16429,Italiana,4.5,4.5,4.5,
1590,1591,María Ciento38,3.5,85.0,+52 55 7159 2039,http://www.facebook.com/MariaCiento38/,19.448067,-99.15747,Italiana,3.5,3.5,3.5,
1591,1592,Bistro Oaxaca,4.5,13.0,+52 55 5510 0007,https://www.facebook.com/BistroOaxaca,19.428814,-99.15986,"Francesa, Mexicana",4.0,4.5,4.0,
1592,1593,Mexsi Bocu,4.0,18.0,,http://www.facebook.com/bracomx/,19.42736,-99.196,"Francesa, Mexicana",4.0,4.0,3.5,
1593,1594,La Parrillita,4.5,11.0,+52 55 1107 8363,http://laparrillita.mx/laparrillita,19.39499,-99.16804,"Mexicana, Española, Argentina, Sudamericana",4.5,4.5,5.0,
1594,1595,Peltre Loncheria Roma,3.5,66.0,,https://www.facebook.com/PeltreRoma/info/?entry_point=page_nav_about_item&tab=page_info,19.418583,-99.15861,Mexicana,3.5,3.5,3.5,
1595,1596,Giorgio's,4.5,13.0,+52 55 5543 1162,https://www.giorgios.com.mx/contact,19.386803,-99.15423,"Italiana, Pizzería",,,,
1596,1597,Shaka 808 Condesa,4.5,10.0,+52 55 2234 3356,http://shaka.mx,19.430868,-99.20886,"Asiática, Japonesa, Sushi, Fusión, Saludable, Hawaiana",,,,
1597,1598,Big Pig,5.0,5.0,+52 55 4499 9387,,19.402115,-99.15567,"Estadounidense, Cervecería, Comida rápida, Pub",,,,
1598,1599,Antojería Guille II,4.5,10.0,+52 55 5243 4831,http://www.facebook.com/AntojeriaGuilleMx/,19.36643,-99.14394,,,,,
1599,1600,Fogo de Chao (Perisur),4.5,12.0,+52 55 2125 4519,http://www.fogodechao.com.mx/,19.304195,-99.19005,,,,,
1600,1601,Vips Masaryk,3.5,72.0,5531-6879,http://www.vips.com.mx,19.431593,-99.18247,Mexicana,3.5,3.5,4.0,4.0
1601,1602,Ling Ling Mexico City,3.5,71.0,+52 55 5919 1559,http://hellolingling.com/mexico-city/,19.42391,-99.17523,Estadounidense,3.5,4.0,3.5,
1602,1603,Plaza Mayor,4.5,16.0,,,19.468155,-99.215195,Mexicana,4.0,4.0,4.0,4.0
1603,1604,Cabo Grill,4.0,16.0,+52 55 9688 6344,http://www.cabogrill.com.mx,19.365856,-99.26409,"Mariscos, Latina, Española",,,,
1604,1605,El Orujo,4.5,13.0,+52 55 5264 0973,http://www.facebook.com/El-Orujo-196167457085411,19.41446,-99.166695,,5.0,4.5,5.0,
1605,1606,Boston's Grill,4.0,14.0,+52 55 6843 3373,http://www.facebook.com/BostonsGrillMex/,19.344994,-99.179474,"Estadounidense, Churrasquería, Parrillada",,,,
1606,1607,Tiger Poké,5.0,7.0,52586619614,,19.40632,-99.17869,Mariscos,5.0,5.0,5.0,
1607,1608,Los Sinaloenses,4.0,34.0,+52 55 8582 1607,https://www.facebook.com/Los-Sinaloenses-820917394671557/,19.403353,-99.16547,Mariscos,4.0,3.0,4.0,
1608,1609,Fonda La Parrilla Argentina,3.5,82.0,+52 55 5566 5542,,19.435108,-99.15335,"Churrasquería, Parrillada, Argentina",3.5,3.0,3.0,3.5
1609,1610,Los Chamorros de Tlacoquemecatl Polanco,3.5,55.0,+52 55 5254 4408,,19.383196,-99.17064,Mexicana,4.5,4.0,4.0,
1610,1611,Valiant Pub Gastrobar,5.0,9.0,+52 55 5510 1540,,19.43534,-99.14814,,,,,
1611,1612,Don Pollo,4.0,23.0,+52 55 5533 5709,http://www.donpollo.com/,19.42814,-99.164,"Mexicana, Parrilla, Saludable",4.0,4.5,4.0,
1612,1613,Cumana,4.0,34.0,+52 55 5290 9338,http://www.chilango.com/restaurantes/interlomas/cumana,19.40159,-99.2743,"Pizzería, Argentina, Sudamericana",4.0,4.0,4.0,
1613,1614,La piccola trattoria,4.0,51.0,+52 55 5203 2718,http://www.lapiccola.mx,19.437525,-99.18879,"Italiana, Pizzería",4.5,4.5,4.0,3.0
1614,1615,"Lo del Che, Parrilla Argentina",4.5,9.0,+52 55 6363 5594,http://www.facebook.com/Lodelcheparrilla,19.497215,-99.127235,"Churrasquería, Parrilla, Argentina, Pizzería, Sudamericana",,,,
1615,1616,Decrab Santa Fe,3.5,35.0,+52 55 5086 3067,http://decrab.com.mx/,19.366978,-99.259384,Mariscos,4.0,3.5,3.5,
1616,1617,La Quilla,4.5,7.0,,http://www.lanaval.com.mx/info/menu-la-quilla,19.43033,-99.16516,Española,,,,
1617,1618,Le Montmartre,4.5,17.0,55545723,http://www.facebook.com/Restaurante-Montmartre-en-Coyoac%C3%A1n-208635455845313/,19.349087,-99.16903,Internacional,4.5,5.0,4.5,
1618,1619,Blanch,5.0,5.0,+52 55 6171 5819,https://www.facebook.com/blanch-104186235082330/,19.413733,-99.1682,"Italiana, Mexicana, Sudamericana, Centroamericana, Bar, Pub",,,,
1619,1620,Bistro Chapultepec,3.5,159.0,5515 1526,http://bistrochapultepec.com/,19.419786,-99.20043,Mexicana,3.5,4.0,3.5,
1620,1621,Ah-Un,4.0,20.0,5255100743,,19.43397,-99.13724,"Japonesa, Sushi, Asiática",3.0,3.5,3.0,
1621,1622,El Diez Roma,3.5,58.0,+52 55 5264 2636,http://www.eldiez.com.mx/,19.418083,-99.15977,"Argentina, Churrasquería, Latina, Española",4.0,3.5,4.0,
1622,1623,Del Cardumen,5.0,9.0,+52 55 8374 0278,https://www.facebook.com/delcardumen/,19.433237,-99.14437,Mariscos,,,,
1623,1624,Laa Casa de Tono,5.0,8.0,,http://www.lacasadetono.com.mx,19.431713,-99.16233,Mexicana,,,,
1624,1625,La Corte Restaurant,5.0,7.0,5255427358,http://www.facebook.com/restaurantelacorte-oficial,19.42985,-99.13197,Mexicana,,,,
1625,1626,Giornale Palmas,4.0,30.0,+52 55 3088 1820,http://giornale.mx,19.42818,-99.21724,"Mexicana, Café, Internacional, Saludable",,,,
1626,1627,Konditori,4.0,45.0,+52 55 5605 4704,http://www.konditori.com.mx/,19.36025,-99.1701,"Europea, Pub",4.0,4.0,4.0,4.0
1627,1628,Cachava,4.0,31.0,+52 55 6843 3373,http://www.grupocarolo.com.mx/cachava,19.38669,-99.25308,"Mexicana, Mariscos, Parrilla, Contemporánea",4.5,4.5,4.0,
1628,1629,Milk Pizzeria,4.5,6.0,+52 55 6268 4458,https://www.facebook.com/Milk-Pizzeria-CDMX-100307724882997/,19.3408,-99.1097,Pizzería,,,,
1629,1630,Parrilla Quilmes,3.5,38.0,+52 55 5601 5252,http://www.restaurantequilmes.com/,19.359282,-99.17036,"Argentina, Sudamericana",3.0,3.5,3.0,
1630,1631,Hooters,3.5,51.0,+52 55 5533 5542,http://hooters.com.mx/,19.35855,-99.24705,"Estadounidense, Pub",3.5,3.5,3.0,
1631,1632,La Casa de los Abuelos,3.5,107.0,+52 55 5208 8922,http://lacasadelosabuelos.com.mx,19.42858,-99.16847,"Mexicana, Latina",4.0,3.5,4.0,
1632,1633,La Pebeta,4.0,20.0,,https://www.facebook.com/pages/La-Pebeta/119479651471477,19.39948,-99.27108,Argentina,4.5,4.0,4.0,
1633,1634,La Sazon,3.5,44.0,+52 55 5513 9508,http://www.facebook.com/pages/category/Mexican-Restaurant/La-Saz%C3%B3n-de-Tlalpan-207531659268049,19.28928,-99.16657,Mexicana,3.5,4.0,4.0,
1634,1635,Casa Visconti,5.0,5.0,+52 55 8951 0402,http://casavisconti.mx,19.34775,-99.16376,"Italiana, Europea, Delicatessen, Café, Helados con fruta",,,,
1635,1636,Midam,4.5,12.0,+52 55 5087 6161,http://www.midam.com.mx/,19.423716,-99.20374,"Asiática, Coreana, Parrillada, Parrilla",,,,
1636,1637,Mongo Perisur,4.0,23.0,+52 55 5687 0790,http://elmongo.com/,19.301912,-99.19626,"Asiática, Mongola",4.5,4.5,4.5,
1637,1638,El pecado de Noé,3.5,68.0,+52 55 5514 8817,,19.41947,-99.16694,"Italiana, Pizzería, Internacional",4.0,4.0,4.0,4.0
1638,1639,Bashar Doner Kebab,4.5,15.0,+52 55 5574 3333,http://www.bashar.com.mx,19.421257,-99.16382,"Árabe, Libanesa, Mediterránea, Turca, Del Medio Oriente",,,,
1639,1640,Los Chamos Restaurante,4.5,20.0,+52 55 6641 6464,http://www.facebook.com/LosChamosMx,19.398817,-99.15132,"Venezolana, Latina, Española, Sudamericana",5.0,5.0,4.5,
1640,1641,Cafe Vida,4.0,42.0,52825415,http://www.cafevida.com.mx,19.426762,-99.21364,"Café, Internacional",5.0,4.0,4.0,5.0
1641,1642,Asadero Uno,4.0,29.0,+52 55 2167 8389,http://asaderouno.com/reserva/,19.36244,-99.2745,"Churrasquería, Argentina, Sudamericana",4.0,4.5,4.0,
1642,1643,Sanborns Cafe,3.5,133.0,,http://www.sanbornscafe.com.mx/,19.4249,-99.1654,"Mexicana, Española",3.5,3.5,3.5,4.0
1643,1644,Taqueria La Auténtica Deliciosos!,4.0,17.0,,http://www.facebook.com/pages/Taquer%C3%ADa%20La%20Aut%C3%A9ntica/1538794046421508/,19.433039,-99.142204,Mexicana,4.0,4.0,4.0,
1644,1645,Sliders Félix Cuevas,3.5,48.0,+52 55 2167 8244,http://www.sliders.mx,19.372583,-99.173004,"Estadounidense, Comida rápida",3.5,3.5,3.5,
1645,1646,Baja Streetfood,4.5,11.0,+52 55 6845 5512,http://www.facebook.com/bajastreetfood/,19.42783,-99.17013,"Mexicana, Mariscos",,,,
1646,1647,Puerto Gustavia,4.5,9.0,+52 55 5661 7788,https://puerto-gustavia.business.site/,19.356216,-99.1846,Mariscos,,,,
1647,1648,Tacos La Morena,5.0,9.0,,http://www.facebook.com/Tacos-La-Morena-146618418862078/,19.462343,-99.192566,Mexicana,,,,
1648,1649,Costillas el Sitio,4.5,9.0,,http://www.facebook.com/pages/Costillas-El-Sitio/804742112999714?rf=284640861667536,19.430683,-99.13497,,,,,
1649,1650,La Cervecería de Barrio Alameda,3.5,50.0,+52 55 5512 2924,http://lacerveceriadebarrio.com.mx,19.434568,-99.14585,"Mexicana, Bar, Pub",3.5,3.5,3.5,
1650,1651,El Pialadero de Guadalajara,4.0,25.0,+52 55 2591 0371,http://www.elpialaderodeguadalajara.mx,19.35918,-99.275,Mexicana,4.5,4.5,4.0,
1651,1652,Hoyo 19 Club House,4.0,30.0,,http://hoyo-19.com.mx/,19.38258,-99.26747,"Mexicana, Estadounidense",4.5,4.5,4.5,
1652,1653,Fogonazo Santa Fe,4.0,26.0,+(52)5916 - 9578,,19.36424,-99.265076,"Mexicana, Latina, Española",,,,
1653,1654,Lord Buddha Restaurant,4.5,10.0,+52 1 55 4214 0992,http://www.facebook.com/pg/lordbuddhamexico,19.41386,-99.16451,,,,,
1654,1655,Cicatriz Café,4.0,25.0,,https://www.facebook.com/Cicatriz-Cafe-252794241812624/,19.427881,-99.15876,Café,4.0,4.0,4.0,
1655,1656,Burger Bar,4.0,17.0,+52 55 5541 0197,http://www.burgerbarjoint.rest,19.44437,-99.14077,Comida rápida,4.0,4.5,4.0,
1656,1657,La Buena Fe,4.0,25.0,+52 55 8526 4146,http://labuenafepolanco.com.mx,19.432165,-99.19937,,3.0,3.0,2.5,
1657,1658,Loncheria Suvai,4.5,7.0,+52 55 7987 9076,http://www.eatinsuvai.com,19.44013,-99.13016,"De la India, Comida rápida, Comida de calle",,,,
1658,1659,El Maviri,4.0,31.0,+52 55 5335 0590,,19.37595,-99.1779,Mariscos,4.5,4.5,4.5,
1659,1660,Moshi Robata Japanese Grill,5.0,7.0,+52 55 9155 4606,https://www.moshimoshi.mx/ubicaciones,19.368336,-99.25902,Japonesa,,,,
1660,1661,Bacalhau,4.5,10.0,+52 55 7598 6981,http://www.bacalhau.mx,19.43095,-99.20245,"Mediterránea, Europea, Portuguesa, Internacional",,,,
1661,1662,El Comal de Mis Amores,4.0,12.0,+52 55 5616 3246,,19.34396,-99.1919,Mexicana,,,,
1662,1663,Fried Ice,5.0,10.0,+52 55 6840 0755,http://www.facebook.com/pages/category/Ice-Cream-Shop/FRIED-ICE-533157373378903/,19.37159,-99.17295,Café,,,,
1663,1664,Peppone Restaurante,4.5,10.0,+52 55 5335 2054,http://www.facebook.com/PepponeRestaurante/,19.26358,-99.117325,,,,,
1664,1665,La Cocina de San Juan,4.5,14.0,+52 55 2248 6633,http://es-la.facebook.com/LaCocinaDeSanJuan,19.429853,-99.145134,"Mexicana, Polaca, Internacional, Europea, Fusión",4.0,4.5,4.0,
1665,1666,Jaxson's Pollo y Waffles,4.0,15.0,+52 55 5207 3125,http://jaxsons.mx/,19.420956,-99.16693,"Del sudoeste de EE.UU, Estadounidense, Bar, Café, Pub",,,,
1666,1667,Restaurante 1900,4.0,30.0,+52 55 5573 3693,http://restaurante1900.mx,19.28911,-99.16687,"Italiana, Pizzería, Parrilla, Bar de vinos, Argentina",4.5,4.5,3.5,4.0
1667,1668,Nadefo,3.5,49.0,+52 55 5525 0351,http://www.facebook.com/NadefoMX/,19.423069,-99.16639,"Parrillada, Coreana, Asiática",4.0,3.5,3.5,
1668,1669,Mamma Ricotta,5.0,5.0,+52 55 3137 1092,http://mammaricotta.com,19.428665,-99.17306,"Italiana, Bar, Pizzería, Pub",,,,
1669,1670,P.F.Chang's,4.0,31.0,,https://www.pfchangs.com/,,,China,4.0,4.5,4.0,
1670,1671,Beer Factory,4.0,36.0,+52 55 5577 3711,http://www.beerfactory.com.mx,19.335772,-99.19608,"Estadounidense, Bar, Pub",4.0,4.0,4.0,
1671,1672,Tapasbar,4.0,24.0,+52 55 5202 6060,http://www.tapasbar.mx,19.430096,-99.206696,"Bar, Cervecería, Española, Pub, Bar de vinos",4.0,4.5,4.0,4.5
1672,1673,Toks,3.5,47.0,+52 55 5563 1217,http://www.toks.com.mx/,19.374075,-99.17934,Mexicana,3.5,4.0,3.5,
1673,1674,Taqueria Pascual,5.0,7.0,+52 55 2729 5854,http://www.facebook.com/#!/Taqueria-Pascual-230101343712343/,19.452127,-99.105804,Mexicana,,,,
1674,1675,California Pizza Kitchen,3.5,47.0,+52 55 5601 5477,http://www.californiapizzakitchen.com/,19.365856,-99.16728,"Estadounidense, Pizzería",4.0,4.0,4.0,
1675,1676,Fonda San Angel,3.5,100.0,+52 55 5550 1641,,19.345858,-99.19188,"Mexicana, Latina",4.0,3.5,3.5,4.5
1676,1677,Rio Deva,4.0,18.0,+52 55 5566 4226,http://facebook.com/Restaurante-Bar-Rio-Deva-399807636735615/,19.434559,-99.15456,,,,,
1677,1678,Frito Y Cruel,4.5,6.0,+(52)5623444004,http://fritoycruel.com,19.420504,-99.156876,Comida rápida,,,,
1678,1679,La Perla Tapatía Birriería y Pozolería,4.5,11.0,+52 55 5551 5873,http://www.facebook.com/laperlatapatiabirrieria/,19.463396,-99.11233,"Mexicana, Latina, Española",,,,
1679,1680,Po Boys Texas BarBQ,3.5,55.0,+52 55 5559 2123,http://www.lospoboys.com,19.37771,-99.16958,Parrillada,4.0,4.0,4.0,4.0
1680,1681,Maque Polanco,3.5,39.0,+52 55 5281 6429,http://Maque.com.mx,19.431208,-99.200714,"Café, Mexicana",4.5,4.0,,
1681,1682,Romelia,4.0,20.0,+52 55 5207 6398,http://www.facebook.com/romeliabarrestaurant,19.359594,-99.02006,"Española, Bar de vinos",4.5,4.5,4.0,
1682,1683,Terraza Cozumel,5.0,5.0,+52 55 6475 3900,http://www.facebook.com/cozumeldoce,19.42114,-99.17126,"Estadounidense, Internacional, Comida de calle",,,,
1683,1684,El Turix,4.0,20.0,9/872-5234,,19.43125,-99.20148,Mexicana,3.5,2.0,3.5,
1684,1685,Restaurante Tarento,4.0,20.0,,,19.43239,-99.15478,,,,,
1685,1686,El Chivito,4.0,24.0,,http://restaurante-el-chivito.negocio.site/,19.439327,-99.15913,Mexicana,4.0,3.5,3.5,
1686,1687,Turtux,4.5,21.0,+52 55 5550 3632,http://www.facebook.com/pages/Turtux/348413968581858,19.364033,-99.21581,"Mexicana, Latina, Española",4.5,4.5,4.0,4.0
1687,1688,La Texcocana,4.5,11.0,55217871,,19.43378,-99.14652,Mexicana,,,,
1688,1689,Los Navegantes,4.0,15.0,19982119,http://www.losnavegantes.com.mx,19.411959,-99.156975,"Mariscos, Mexicana",,,,
1689,1690,Chili's Alameda,3.5,78.0,+52 55 5510 3343,http://www.chilis.com.mx/,19.434433,-99.14299,Estadounidense,3.5,3.5,3.0,4.5
1690,1691,La Terraza Hotel BEST WESTERN,3.5,53.0,+52 55 2186 0009,http://www.bestwestern.com.mx/,19.432924,-99.13364,Mexicana,3.5,3.5,3.5,
1691,1692,Asador bariloche Restaurant,4.0,25.0,25991343,http://www.facebook.com/AsadorBariloche/,19.438017,-99.072586,"Argentina, Churrasquería",4.0,4.0,4.0,
1692,1693,Bar Oriente,4.5,13.0,+52 55 7822 8959,http://www.facebook.com/barorientemx/,19.420034,-99.165405,"Asiática, Japonesa, Bar, Internacional, Pub",,,,
